Problem,Package,File,Priority,Line,Description,Rule set,Rule
10,com.termux.shared.interact,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/interact/ShareUtils.java,3,138,This statement should have braces,Code Style,ControlStatementBraces
11,com.termux.shared.interact,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/interact/ShareUtils.java,4,138,Useless parentheses.,Code Style,UselessParentheses
12,com.termux.shared.interact,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/interact/ShareUtils.java,3,151,This statement should have braces,Code Style,ControlStatementBraces
1,com.termux.shared.interact,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/interact/TextInputDialogUtils.java,4,5,Unused import 'android.content.Context',Code Style,UnnecessaryImport
2,com.termux.shared.interact,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/interact/TextInputDialogUtils.java,4,10,Unused import 'android.view.LayoutInflater',Code Style,UnnecessaryImport
3,com.termux.shared.interact,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/interact/TextInputDialogUtils.java,4,11,Unused import 'android.view.View',Code Style,UnnecessaryImport
4,com.termux.shared.interact,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/interact/TextInputDialogUtils.java,4,15,Unused import 'android.widget.TextView',Code Style,UnnecessaryImport
5,com.termux.shared.interact,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/interact/TextInputDialogUtils.java,4,17,Unused import 'com.termux.shared.R',Code Style,UnnecessaryImport
6,com.termux.shared.interact,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/interact/TextInputDialogUtils.java,3,19,"All methods are static.  Consider using a utility class instead. Alternatively, you could add a private constructor or make the class abstract to silence this warning.",Design,UseUtilityClass
7,com.termux.shared.interact,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/interact/TextInputDialogUtils.java,3,71,This statement should have braces,Code Style,ControlStatementBraces
1,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,19,"All methods are static.  Consider using a utility class instead. Alternatively, you could add a private constructor or make the class abstract to silence this warning.",Design,UseUtilityClass
2,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,1,19,The utility class name 'Logger' doesn't match '[A-Z][a-zA-Z0-9]+(Utils?|Helper|Constants)',Code Style,ClassNamingConventions
3,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,56,This statement should have braces,Code Style,ControlStatementBraces
4,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,58,This statement should have braces,Code Style,ControlStatementBraces
5,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,60,This statement should have braces,Code Style,ControlStatementBraces
6,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,62,This statement should have braces,Code Style,ControlStatementBraces
7,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,64,This statement should have braces,Code Style,ControlStatementBraces
8,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,68,This statement should have braces,Code Style,ControlStatementBraces
9,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,96,This statement should have braces,Code Style,ControlStatementBraces
10,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,198,This statement should have braces,Code Style,ControlStatementBraces
11,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,213,This statement should have braces,Code Style,ControlStatementBraces
12,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,253,This statement should have braces,Code Style,ControlStatementBraces
13,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,255,This statement should have braces,Code Style,ControlStatementBraces
14,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,257,This statement should have braces,Code Style,ControlStatementBraces
15,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,259,This statement should have braces,Code Style,ControlStatementBraces
16,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,263,"Substitute calls to size() == 0 (or size() != 0, size() > 0, size() < 1) with calls to isEmpty()",Best Practices,UseCollectionIsEmpty
17,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,264,This statement should have braces,Code Style,ControlStatementBraces
18,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,265,"Substitute calls to size() == 0 (or size() != 0, size() > 0, size() < 1) with calls to isEmpty()",Best Practices,UseCollectionIsEmpty
19,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,4,265,Useless parentheses.,Code Style,UselessParentheses
20,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,266,This statement should have braces,Code Style,ControlStatementBraces
21,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,267,"Substitute calls to size() == 0 (or size() != 0, size() > 0, size() < 1) with calls to isEmpty()",Best Practices,UseCollectionIsEmpty
22,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,268,This statement should have braces,Code Style,ControlStatementBraces
23,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,270,This statement should have braces,Code Style,ControlStatementBraces
24,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,276,This statement should have braces,Code Style,ControlStatementBraces
25,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,301,This statement should have braces,Code Style,ControlStatementBraces
26,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,312,This statement should have braces,Code Style,ControlStatementBraces
27,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,320,This statement should have braces,Code Style,ControlStatementBraces
28,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,330,This statement should have braces,Code Style,ControlStatementBraces
29,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,338,This statement should have braces,Code Style,ControlStatementBraces
30,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,351,This statement should have braces,Code Style,ControlStatementBraces
31,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,353,This statement should have braces,Code Style,ControlStatementBraces
32,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,358,This statement should have braces,Code Style,ControlStatementBraces
33,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,360,This statement should have braces,Code Style,ControlStatementBraces
34,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,366,This statement should have braces,Code Style,ControlStatementBraces
35,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,383,This statement should have braces,Code Style,ControlStatementBraces
36,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,405,This statement should have braces,Code Style,ControlStatementBraces
37,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,407,This statement should have braces,Code Style,ControlStatementBraces
38,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,418,This statement should have braces,Code Style,ControlStatementBraces
39,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,420,This statement should have braces,Code Style,ControlStatementBraces
40,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,423,This statement should have braces,Code Style,ControlStatementBraces
41,com.termux.shared.logger,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/logger/Logger.java,3,430,This statement should have braces,Code Style,ControlStatementBraces
